Course,1251,1255,1259,1261,1265,1269,1271,1275,1279,1281,1285,1289,1291,1295,1299
CHE499 ,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
CHE500 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
CHE514 ,,0,,,0,,,0,,,0,,,0,
CHE516 ,,0,,,0,,,0,,,0,,,0,
CHE520 ,,0,,,0,,,0,,,0,,,0,
CHE565 ,,0,,,0,,,0,,,0,,,0,
CHE571 ,,0,,,0,,,0,,,0,,,0,
CHE572 ,,0,,,0,,,0,,,0,,,0,
CHE574 ,,0,,,0,,,0,,,0,,,0,
EARTH458 ,,0,,,0,,,0,,,0,,,0,
EARTH459 ,,0,,,0,,,0,,,0,,,0,
ENVE376 ,,0,,,0,,,0,,,0,,,0,
ENVE573 ,,0,,,0,,,0,,,0,,,0,
ENVE577 ,,0,,,0,,,0,,,0,,,0,
ME452 ,,0,,,0,,,0,,,0,,,0,
ME459 ,,0,,,0,,,0,,,0,,,0,
ME571 ,,0,,,0,,,0,,,0,,,0,
