Course,   1251,   1255,   1259,   1261,   1265,   1269,   1271,   1275,   1279,   1281,   1285,   1289,   1291,   1295,   1299
HLTH605B, 0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0
HLTH606B, 0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
HLTH612,  0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0
HLTH615,  0,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      0,      0,      0
HLTH633,  1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
HLTH650A, 1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
HLTH650B, 1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
PHIL626,  0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0
ECON643,  0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
MSE619,   0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
BME600,   1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
BME602,   1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
ECE608,   1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
ENVE585,  1,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
MSE630,   0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
